Date,Price,Open,High,Low,Vol.,Change %
26/05/23,"1,119.00","1,119.00","1,119.00","1,119.00",,-1.93%
25/05/23,"1,141.00","1,141.00","1,141.00","1,141.00",,-3.63%
24/05/23,"1,184.00","1,184.00","1,184.00","1,184.00",,-2.31%
23/05/23,"1,212.00","1,212.00","1,212.00","1,212.00",,-0.66%
22/05/23,"1,220.00","1,220.00","1,220.00","1,220.00",,-0.16%
19/05/23,"1,222.00","1,222.00","1,222.00","1,222.00",,-1.05%
18/05/23,"1,235.00","1,235.00","1,235.00","1,235.00",,-1.98%
17/05/23,"1,260.00","1,260.00","1,260.00","1,260.00",,-4.11%
16/05/23,"1,314.00","1,314.00","1,314.00","1,314.00",,-3.81%
15/05/23,"1,366.00","1,366.00","1,366.00","1,366.00",,-2.57%
12/05/23,"1,402.00","1,402.00","1,402.00","1,402.00",,-2.98%
11/05/23,"1,445.00","1,445.00","1,445.00","1,445.00",,-2.43%
10/05/23,"1,481.00","1,481.00","1,481.00","1,481.00",,-0.87%
09/05/23,"1,494.00","1,494.00","1,494.00","1,494.00",,-0.47%
05/05/23,"1,501.00","1,501.00","1,501.00","1,501.00",,-0.86%
04/05/23,"1,514.00","1,514.00","1,514.00","1,514.00",,-1.69%
03/05/23,"1,540.00","1,540.00","1,540.00","1,540.00",,-1.47%
02/05/23,"1,563.00","1,563.00","1,563.00","1,563.00",,-1.45%
28/04/23,"1,586.00","1,586.00","1,586.00","1,586.00",,-1.61%
27/04/23,"1,612.00","1,612.00","1,612.00","1,612.00",,-1.71%
26/04/23,"1,640.00","1,640.00","1,640.00","1,640.00",,-1.62%
25/04/23,"1,667.00","1,667.00","1,667.00","1,667.00",,-1.19%
24/04/23,"1,687.00","1,687.00","1,687.00","1,687.00",,-0.30%
21/04/23,"1,692.00","1,692.00","1,692.00","1,692.00",,0.89%
20/04/23,"1,677.00","1,677.00","1,677.00","1,677.00",,1.21%
19/04/23,"1,657.00","1,657.00","1,657.00","1,657.00",,0.79%
18/04/23,"1,644.00","1,644.00","1,644.00","1,644.00",,-1.85%
17/04/23,"1,675.00","1,675.00","1,675.00","1,675.00",,-1.59%
14/04/23,"1,702.00","1,702.00","1,702.00","1,702.00",,-2.58%
13/04/23,"1,747.00","1,747.00","1,747.00","1,747.00",,-3.59%
12/04/23,"1,812.00","1,812.00","1,812.00","1,812.00",,-2.16%
11/04/23,"1,852.00","1,852.00","1,852.00","1,852.00",,0.05%
06/04/23,"1,851.00","1,851.00","1,851.00","1,851.00",,2.10%
05/04/23,"1,813.00","1,813.00","1,813.00","1,813.00",,5.16%
04/04/23,"1,724.00","1,724.00","1,724.00","1,724.00",,3.61%
03/04/23,"1,664.00","1,664.00","1,664.00","1,664.00",,1.77%
31/03/23,"1,635.00","1,635.00","1,635.00","1,635.00",,0.62%
30/03/23,"1,625.00","1,625.00","1,625.00","1,625.00",,1.69%
29/03/23,"1,598.00","1,598.00","1,598.00","1,598.00",,2.37%
28/03/23,"1,561.00","1,561.00","1,561.00","1,561.00",,-0.26%
27/03/23,"1,565.00","1,565.00","1,565.00","1,565.00",,-0.45%
24/03/23,"1,572.00","1,572.00","1,572.00","1,572.00",,-0.76%
23/03/23,"1,584.00","1,584.00","1,584.00","1,584.00",,-1.37%
22/03/23,"1,606.00","1,606.00","1,606.00","1,606.00",,-3.14%
21/03/23,"1,658.00","1,658.00","1,658.00","1,658.00",,-2.30%
20/03/23,"1,697.00","1,697.00","1,697.00","1,697.00",,-1.51%
17/03/23,"1,723.00","1,723.00","1,723.00","1,723.00",,-1.32%
16/03/23,"1,746.00","1,746.00","1,746.00","1,746.00",,-1.24%
15/03/23,"1,768.00","1,768.00","1,768.00","1,768.00",,1.43%
14/03/23,"1,743.00","1,743.00","1,743.00","1,743.00",,3.75%
13/03/23,"1,680.00","1,680.00","1,680.00","1,680.00",,1.57%
10/03/23,"1,654.00","1,654.00","1,654.00","1,654.00",,1.85%
09/03/23,"1,624.00","1,624.00","1,624.00","1,624.00",,2.01%
08/03/23,"1,592.00","1,592.00","1,592.00","1,592.00",,0.76%
07/03/23,"1,580.00","1,580.00","1,580.00","1,580.00",,-0.13%
06/03/23,"1,582.00","1,582.00","1,582.00","1,582.00",,1.09%
03/03/23,"1,565.00","1,565.00","1,565.00","1,565.00",,0.58%
02/03/23,"1,556.00","1,556.00","1,556.00","1,556.00",,2.71%
01/03/23,"1,515.00","1,515.00","1,515.00","1,515.00",,6.62%
28/02/23,"1,421.00","1,421.00","1,421.00","1,421.00",,7.90%
27/02/23,"1,317.00","1,317.00","1,317.00","1,317.00",,3.62%
24/02/23,"1,271.00","1,271.00","1,271.00","1,271.00",,8.73%
23/02/23,"1,169.00","1,169.00","1,169.00","1,169.00",,22.92%
22/02/23,951,951,951,951,,12.81%
21/02/23,843,843,843,843,,4.20%
20/02/23,809,809,809,809,,-0.25%
17/02/23,811,811,811,811,,-0.86%
16/02/23,818,818,818,818,,-1.45%
15/02/23,830,830,830,830,,-2.12%
14/02/23,848,848,848,848,,-1.74%
13/02/23,863,863,863,863,,-0.12%
10/02/23,864,864,864,864,,0.35%
09/02/23,861,861,861,861,,0.58%
08/02/23,856,856,856,856,,-1.27%
07/02/23,867,867,867,867,,-4.41%
06/02/23,907,907,907,907,,-3.51%
03/02/23,940,940,940,940,,-4.86%
02/02/23,988,988,988,988,,-3.98%
01/02/23,"1,029.00","1,029.00","1,029.00","1,029.00",,-2.19%
31/01/23,"1,052.00","1,052.00","1,052.00","1,052.00",,-0.75%
30/01/23,"1,060.00","1,060.00","1,060.00","1,060.00",,0.57%
27/01/23,"1,054.00","1,054.00","1,054.00","1,054.00",,0.86%
26/01/23,"1,045.00","1,045.00","1,045.00","1,045.00",,0.97%
25/01/23,"1,035.00","1,035.00","1,035.00","1,035.00",,0.00%
24/01/23,"1,035.00","1,035.00","1,035.00","1,035.00",,-1.24%
23/01/23,"1,048.00","1,048.00","1,048.00","1,048.00",,-1.13%
20/01/23,"1,060.00","1,060.00","1,060.00","1,060.00",,-1.03%
19/01/23,"1,071.00","1,071.00","1,071.00","1,071.00",,-0.37%
18/01/23,"1,075.00","1,075.00","1,075.00","1,075.00",,-0.28%
17/01/23,"1,078.00","1,078.00","1,078.00","1,078.00",,0.65%
16/01/23,"1,071.00","1,071.00","1,071.00","1,071.00",,0.19%
13/01/23,"1,069.00","1,069.00","1,069.00","1,069.00",,-1.38%
12/01/23,"1,084.00","1,084.00","1,084.00","1,084.00",,-3.73%
